accession_name,location,plot_number,block_number,is_a_control,rep_number,row_number,col_number,cassava mosaic disease incidence in 3-month|CO_334:0000219,cassava mosaic disease severity in 3-month|CO_334:0000218,cassava bacterial blight incidence 3-month evaluation|CO_334:0000178,cassava bacterial blight severity 3-month evaluation|CO_334:0000175,sprout count at three-month|CO_334:0000214,CMD I 6MAP,CMD S 6MAP,CBB I 6MAP,CBB S 6MAP,CGM I 6MAP,CGM S 6MAP,VIGOUR 6MAP,Cbb9i,Cbb9s,Cmd9i,Cmd9s,Vigor 9map,Vigor preharvest,Sprout Count Net,Plnt Ht 1,Plt Ht 2,Plt Ht 3,Arch,fresh shoot weight,fresh root weight per plot,marketable root number,marketable root weight measurement in kg,plant stands harvested ,root color visual rating 1-3,root number counting,storage root shape,Root Rot,weight in air,weight in water,spg,dmc.spg,fry,starch,DMc.oven
NR17C2aF33P002,umudike,148,30,,2,30,9,0,1,6,2,8,0,1,7,2,7,3,7,7,2,0,1,7,7,8,180,193,190,2,7,12,20,9,5,1,42,3,NA,1750,210,1.136363636,37.77272727,15,26.14545455,43.35
NR17C2aF10P025,umudike,149,30,,2,30,8,0,1,9,2,9,0,1,6,2,6,2,7,6,2,0,1,5,5,5,150,160,158,2,4.5,6.2,14,5.6,5,1,22,3,NA,1790,160,1.098159509,31.72883436,7.75,18.09202454,36
NR17C2aF54P001,umudike,150,30,,2,30,7,6,4,6,2,6,5,4,3,2,5,4,7,5,2,5,3,7,7,5,178,208,165,2,4,7,6,6,3,1,13,3,NA,4130,390,1.104278075,32.69679144,8.75,19.38181818,35.615
NR17C2aF60P015,umudike,151,30,,2,30,6,0,1,2,2,8,0,1,6,2,6,3,5,6,2,0,1,7,7,5,168,203,172,4,8.2,13.8,17,13,4,2,25,3,NA,2230,250,1.126262626,36.17474747,17.25,24.01616162,40.75
NR17C2aF91P006,umudike,152,30,,2,30,5,0,1,0,1,6,0,1,2,2,3,2,7,4,3,0,1,7,7,4,184,186,175,3,3,8.2,6,6.2,4,2,13,3,NA,4190,410,1.108465608,33.35925926,10.25,20.26455026,44.435
NR17C2aF10P006,umudike,153,30,,2,30,4,5,3,7,2,7,0,1,4,2,4,3,7,5,3,0,1,7,7,6,251,198,189,2,9,11,15,9,5,2,26,3,NA,2270,240,1.118226601,34.90344828,13.75,22.32216749,45.65
NR17C2aF54P015,umudike,154,30,,2,30,3,0,1,8,2,8,2,2,2,2,6,2,5,6,2,0,1,5,5,6,137,126,132,3,3,8,13,6,7,2,24,3,NA,3200,300,1.103448276,32.56551724,10,19.20689655,32.85
NR17C2aF7P052,umudike,155,30,,2,30,2,6,3,2,2,10,0,1,3,2,6,3,5,6,3,0,1,5,5,6,170,168,150,3,4,10.2,15,9.8,6,2,22,3,NA,3490,330,1.10443038,32.72088608,12.75,19.41392405,39.89
NR17C2aF89P056,umudike,156,30,,2,30,1,0,1,3,3,3,2,2,2,2,2,2,3,2,2,0,1,3,3,2,100,120,NA,3,1,1.2,3,1,1,2,5,3,NA,1210,120,1.110091743,33.61651376,1.5,20.60733945,29.455
NR17C2aF89P058,umudike,157,31,,2,31,1,0,1,6,2,6,0,1,3,2,4,2,5,5,3,0,1,7,7,5,179,168,166,1,2,5,5,4,4,2,11,3,NA,2400,260,1.121495327,35.42056075,6.25,23.01121495,43.055
NR17C2aF7P008,umudike,158,31,,2,31,2,0,1,8,2,8,0,1,7,2,7,3,5,7,2,0,1,7,7,5,130,157,162,1,4.8,12.4,22,11,5,2,31,3,NA,2460,290,1.133640553,37.34193548,15.5,25.57142857,36.78
NR17C2aF65P017,umudike,159,31,,2,31,3,3,3,3,2,8,5,2,4,2,7,2,5,7,2,2,3,5,5,7,121,140,145,3,4.6,12.4,20,11.4,6,2,26,3,NA,2880,260,1.099236641,31.89923664,15.5,18.31908397,35.565
NR17C2aF61P013,umudike,160,31,,2,31,4,0,1,2,2,3,0,1,1,2,2,3,5,2,2,0,1,3,3,2,102,95,NA,1,0.6,1.4,3,1.2,1,1,6,3,NA,1190,120,1.112149533,33.94205607,1.75,21.0411215,35.2
NR17C2aF7P013,umudike,161,31,,2,31,5,0,1,2,2,6,0,1,2,2,5,4,3,5,2,0,1,3,3,5,90,100,76,1,1.2,4.8,8,4.4,4,1,10,3,NA,2660,270,1.112970711,34.07196653,6,21.21422594,
NR17C2aF89P010,umudike,162,31,,2,31,6,8,4,2,2,9,0,1,3,2,7,4,5,7,2,4,3,5,5,7,140,154,132,4,6.2,12.6,16,12.6,6,1,16,3,NA,3550,330,1.102484472,32.41304348,15.75,19.00372671,41.34
NR17C2aF37P001,umudike,163,31,,2,31,7,0,1,1,2,8,0,1,2,2,7,2,5,7,2,0,1,3,3,4,110,128,82,1,1.2,2,4,1.6,3,1,9,3,1,1260,110,1.095652174,31.33217391,2.5,17.56347826,27.785
NR17C2aF10P036,umudike,164,31,,2,31,8,0,1,8,2,8,2,2,3,2,7,3,3,2,2,0,1,3,3,3,89,94,83,3,0.6,4.5,8,4.4,5,2,9,3,NA,2560,240,1.103448276,32.56551724,5.625,19.20689655,34.665
NR17C2aF89P014,umudike,165,31,,2,31,9,0,1,5,2,7,6,3,3,2,6,4,5,6,2,0,1,5,5,6,110,130,126,3,2,4.6,6,4,5,1,11,3,1,2060,200,1.107526882,33.21075269,5.75,20.06666667,37.18
NR17C2aF61P006,umudike,166,31,,2,31,10,0,1,3,2,7,0,1,5,3,5,2,5,5,2,0,1,5,5,5,110,107,102,2,1.6,6.2,14,6,4,2,18,1,2,2460,230,1.103139013,32.51659193,7.75,19.14170404,29.155
NR17C2aF39P002,umudike,167,31,,2,31,11,0,1,10,2,10,0,1,3,2,8,2,5,7,2,0,1,5,5,6,167,156,152,1,3.2,7,12,5.6,5,3,18,1,NA,2240,250,1.125628141,36.07437186,8.75,23.88241206,45.805
IITA-TMS-IBA30572,umudike,168,31,1,2,31,12,3,3,7,2,7,3,3,1,2,6,3,3,6,2,0,1,5,5,6,98,103,100,1,1,3.6,8,3.2,5,1,13,3,NA,2080,200,1.106382979,33.02978723,4.5,19.82553191,29.31
NR17C2aF61P016,umudike,169,32,,2,32,12,0,1,2,2,7,0,1,4,2,6,2,5,6,2,0,1,5,5,6,162,140,129,3,3,10.4,13,9.4,5,1,18,3,NA,2820,250,1.097276265,31.58910506,13,17.90583658,32.235
NR17C2aF91P008,umudike,170,32,,2,32,11,0,1,3,2,7,0,1,1,2,4,3,7,4,2,0,1,5,5,4,140,132,121,2,1.2,3.8,7,3,4,1,10,3,NA,1410,170,1.137096774,37.88870968,4.75,26.3,37.61
NR17C2aF93P009,umudike,171,32,,2,32,10,1,2,7,3,7,1,2,5,2,5,3,7,5,2,0,1,7,7,5,239,190,181,2,3.2,8.6,14,8,3,1,20,3,NA,2990,190,1.067857143,26.935,10.75,11.70428571,31.8
NR17C2aF33P003,umudike,172,32,,2,32,9,0,1,7,2,7,0,1,2,2,5,2,5,5,2,0,1,3,3,5,86,81,63,1,0.8,1.8,3,1,4,1,10,3,NA,910,100,1.12345679,35.7308642,2.25,23.42469136,37.76
NR17C2aF70P001,umudike,173,32,,2,32,8,0,1,2,2,2,1,2,1,2,1,3,5,1,2,0,1,5,5,1,104,NA,NA,1,1.2,1.6,2,1.2,1,1,4,3,NA,890,100,1.126582278,36.22531646,2,24.0835443,
NR17C2aF6P045,umudike,174,32,,2,32,7,0,1,7,2,7,0,1,3,2,6,2,5,6,3,0,1,7,7,6,165,152,142,2,2,5,7,4.2,4,2,16,3,NA,2070,220,1.118918919,35.01297297,6.25,22.46810811,35.15
NR17C2aF7P040,umudike,175,32,,2,32,6,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,
NR17C2aF79P001,umudike,176,32,,2,32,5,0,1,4,3,4,2,2,3,2,3,3,5,4,3,0,1,7,7,4,104,160,148,3,3,10.4,13,10,3,1,19,3,NA,3060,360,1.133333333,37.29333333,13,25.50666667,34.2
NR17C2aF65P027,umudike,177,32,,2,32,4,0,1,3,2,3,1,2,1,2,1,2,3,1,2,0,1,3,3,1,80,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,
NR17C2aF10P001,umudike,178,32,,2,32,3,9,3,3,2,9,3,2,5,3,7,3,7,7,4,0,1,5,5,6,180,170,168,1,5.4,7.6,10,5.4,6,2,30,3,NA,2410,190,1.085585586,29.73963964,9.5,15.44144144,36.91
NR17C2aF95P011,umudike,179,32,,2,32,2,0,1,2,2,6,0,1,3,2,5,2,7,5,2,0,1,7,7,5,116,142,143,3,6.2,8.2,8,7.6,4,1,18,3,NA,2930,250,1.093283582,30.95746269,10.25,17.0641791,48
NR17C2aF6P044,umudike,180,32,,2,32,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1.102836879,32.46879433,NA,NA,
NR17C2aF89P028,umudike,181,33,,2,33,1,0,1,8,2,8,0,1,3,2,6,3,7,7,3,0,1,7,7,7,202,155,151,1,5,10.8,11,9.2,5,1,19,3,NA,1900,250,1.151515152,40.16969697,13.5,29.33939394,34.715
NR17C2aF89P067,umudike,182,33,,2,33,2,0,1,2,2,6,1,2,3,2,5,3,5,6,3,0,1,7,7,3,115,170,140,3,3.2,5.4,6,5.2,2,1,18,3,NA,2910,270,1.102272727,32.37954545,6.75,18.95909091,45.7
NR17C2aF16P004,umudike,183,33,,2,33,3,0,1,1,2,3,0,1,2,2,2,3,7,2,2,0,1,7,7,2,203,198,NA,1,3,5.4,9,5,2,2,13,3,NA,1810,210,1.13125,36.96375,6.75,25.0675,37.06
NR17C2aF66P003,umudike,184,33,,2,33,4,0,1,5,3,5,0,1,4,3,4,3,5,4,2,0,1,7,7,4,157,150,180,2,2.4,4.8,8,4.6,3,1,17,3,NA,2090,190,1.1,32.02,6,18.48,27.82
NR17C2aF7P036,umudike,185,33,,2,33,5,0,1,9,2,10,0,1,3,2,8,3,5,8,2,0,1,5,5,5,130,135,131,3,3,,10,6,5,1,17,3,NA,2390,230,1.106481481,33.04537037,,NA,43.56
NR17C2aF65P024,umudike,186,33,,2,33,6,0,1,9,2,9,0,1,2,2,4,3,7,4,2,0,1,5,5,4,129,180,140,1,2,3,6,2,3,2,14,3,NA,1300,120,1.101694915,32.28813559,3.75,18.83728814,42.66
NR17C2aF89P054,umudike,187,33,,2,33,7,0,1,1,2,2,0,1,1,2,1,3,3,1,2,0,1,3,3,1,183,NA,NA,1,0.2,1,2,1,1,1,4,3,NA,660,100,1.178571429,44.45,1.25,35.04285714,42.61
NR17C2aF19P002,umudike,188,33,,2,33,8,0,1,1,2,9,2,2,2,2,8,3,7,8,2,0,1,5,5,8,115,117,132,1,5,5,7,4,7,2,17,3,NA,1850,160,1.094674556,31.17751479,6.25,17.35739645,44.16
NR17C2aF60P010,umudike,189,33,,2,33,9,0,1,3,2,6,0,1,5,2,5,3,5,5,2,0,1,3,3,5,108,160,138,3,1,4.2,7,3.2,4,2,8,3,1,2290,200,1.09569378,31.33875598,5.25,17.5722488,39.4
NR17C2aF16P010,umudike,190,33,,2,33,10,1,2,8,2,8,0,1,6,3,6,3,5,6,2,0,1,5,5,6,160,151,146,4,5,9.2,9,7.2,4,2,23,3,NA,,,NA,NA,,,36.41
NR17C2aF83P010,umudike,191,33,,2,33,11,0,1,3,2,3,0,1,2,2,2,4,5,2,2,0,1,5,5,2,120,136,NA,3,2,5,4,4.6,2,1,5,3,NA,4250,410,1.106770833,33.09114583,6.25,19.90729167,
NR17C2aF7P062,umudike,192,33,,2,33,12,8,4,6,2,8,6,3,5,3,7,3,5,7,2,4,3,7,7,7,137,158,142,3,4.8,10.2,14,9,6,1,26,,,1490,130,1.095588235,31.32205882,12.75,17.55,43.81
NR17C2aF92P005,umudike,193,34,,2,34,12,0,1,4,2,4,0,1,1,2,3,4,5,3,2,0,1,3,3,3,100,96,89,2,0.4,0.8,0,0,1,1,4,2,NA,670,60,1.098360656,31.76065574,1,18.13442623,34.02
NR17C2aF7P034,umudike,194,34,,2,34,11,0,1,4,2,9,0,1,4,2,6,3,5,6,3,0,1,5,5,6,134,165,155,1,3,7,8,6.4,3,1,12,3,NA,3210,270,1.091836735,30.72857143,8.75,16.75918367,31.22
NR17C2aF65P031,umudike,195,34,,2,34,10,0,1,9,3,9,0,1,5,3,7,2,5,7,2,0,1,7,7,6,157,150,132,3,5.2,9,14,7.2,5,2,21,3,NA,2190,250,1.128865979,36.58659794,11.25,24.56494845,36.85
NR17C2aF87P011,umudike,196,34,,2,34,9,0,1,8,3,8,0,1,1,2,6,3,5,6,2,0,1,5,5,4,131,132,142,3,2,5.2,7,4.2,4,2,20,3,NA,1510,80,1.055944056,25.05034965,6.5,9.193006993,35.45
NR17C2aF54P012,umudike,197,34,,2,34,8,3,2,4,2,10,2,2,1,2,6,3,3,6,2,0,1,5,5,5,156,132,100,1,2.6,4.6,6,3.4,3,2,13,3,NA,2250,250,1.125,35.975,5.75,23.75,32.8
TMEB419,umudike,198,34,1,2,34,7,2,2,7,2,9,0,1,3,2,6,2,5,3,2,0,1,7,7,6,165,156,170,1,2.2,7,9,6,3,1,13,3,NA,1840,190,1.115151515,34.4169697,8.75,21.67393939,43.11
NR17C2aF12P001,umudike,199,34,,2,34,6,0,1,0,1,2,0,1,0,1,0,1,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,44.3
NR17C2aF114P004,umudike,200,34,,2,34,5,0,1,10,2,10,0,1,6,5,6,3,5,7,2,0,1,7,7,8,142,138,140,2,4.2,9,12,4.2,3,2,48,3,NA,2090,210,1.111702128,33.8712766,11.25,20.94680851,30.47
NR17C2aF62P015,umudike,201,34,,2,34,4,0,1,10,2,10,0,1,5,2,8,2,5,8,4,0,1,5,5,8,150,156,155,3,5,8,11,6.6,4,1,21,3,NA,,,NA,NA,,,37.4
NR17C2aF1P006,umudike,202,34,,2,34,3,0,1,10,2,10,0,1,4,2,7,2,5,7,4,0,1,5,5,7,130,132,140,1,2.6,7,13,5.4,4,1,25,3,NA,2550,270,1.118421053,34.93421053,8.75,22.36315789,42.91
NR17C2aF7P007,umudike,203,34,,2,34,2,0,1,2,2,3,0,1,2,2,3,2,5,3,3,0,1,5,5,3,130,125,127,1,1,1.8,5,1.8,1,1,5,3,NA,2490,150,1.064102564,26.34102564,2.25,10.91282051,33.27
NR17C2aF5P022,umudike,204,34,,2,34,1,0,1,4,2,4,0,1,3,2,3,3,5,3,2,0,1,5,5,3,121,116,124,1,1,3.2,4,2.2,2,2,10,3,NA,1780,190,1.119496855,35.10440252,4,22.58993711,
NR17C2aF89P018,otobi,1,1,NA,1,1,1,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NR17C2aF92P005,otobi,2,1,NA,1,1,2,0,1,0,1,3,0,1,1,2,1,3,5,0,1,0,1,7,7,2,200,160,NA,3,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.73
NR17C2aF89P058,otobi,3,1,NA,1,1,3,0,1,3,2,5,0,1,2,2,2,2,5,0,1,0,1,7,7,3,208,110,213,3,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.01
NR17C2aF87P011,otobi,4,1,NA,1,1,4,0,1,6,2,9,0,1,4,2,4,3,7,5,2,0,1,7,7,8,210,225,230,1,22,20,12,18,4,1,18,3,NA,4090,370,1.099462366,31.93494624,25,18.36666667,35.68
NR17C2aF39P002,otobi,5,1,NA,1,1,5,0,1,4,2,6,0,1,0,1,3,2,5,2,2,0,1,5,5,5,170,160,175,2,3,5.4,8,4.4,2,1,15,3,NA,NA,NA,NA,NA,6.75,NA,44.86
NR17C2aF61P008,otobi,6,1,NA,1,1,6,0,1,2,2,4,0,0,2,2,2,3,3,2,2,0,1,3,5,3,160,180,NA,4,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.87
IITA-TMS-1BA00070,otobi,7,1,1,1,1,7,0,1,8,2,10,0,1,7,2,7,3,5,5,2,0,1,5,5,9,180,210,175,2,14,31,26,28,6,1,41,3,NA,4260,540,1.14516129,39.16451613,38.75,28,39.68
NR17C2aF33P003,otobi,8,1,NA,1,1,8,0,1,3,2,7,0,1,2,2,3,3,5,2,2,0,1,5,5,3,150,140,NA,2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.31
NR17C2aF89P069,otobi,9,1,NA,1,1,9,0,1,4,2,9,0,1,2,2,2,3,5,2,2,0,1,7,7,5,217,185,200,2,2.4,7,4,6,1,1,8,3,NA,3240,400,1.14084507,38.48169014,8.75,27.09014085,43.26
NR17C2aF61P006,otobi,10,1,NA,1,1,10,0,1,2,2,4,0,1,2,2,2,2,5,1,2,0,1,5,5,3,110,140,NA,4,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NR17C2aF16P010,otobi,11,1,NA,1,1,11,1,3,1,2,2,0,1,1,3,1,3,5,0,1,0,1,5,5,1,230,NA,NA,4,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.53
NR17C2aF27P001,otobi,12,1,NA,1,1,12,0,1,4,2,6,0,1,3,2,3,3,7,3,2,0,1,7,7,4,195,200,200,4,3.5,10.2,6,7.2,1,1,10,3,NA,3550,450,1.14516129,39.16451613,12.75,28,40.29
NR17C2aF33P002,otobi,13,1,NA,1,1,13,0,1,3,2,5,0,1,2,2,2,3,5,0,1,0,1,5,5,5,170,200,220,1,13,4.8,3,3.2,1,1,7,3,NA,2070,190,1.10106383,32.18829787,6,18.70425532,43.81
NR17C2aF15P011,otobi,14,2,NA,1,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NR17C2aF1P003,otobi,15,2,NA,1,2,12,0,1,2,2,3,0,1,2,2,2,3,7,1,2,0,1,7,7,2,220,200,NA,3,13,14,9,11.8,1,1,15,3,NA,2690,310,1.130252101,36.80588235,17.5,24.85714286,35.18
NR17C2aF61P010,otobi,16,2,NA,1,2,11,0,1,3,2,5,0,1,2,2,2,3,5,2,2,0,1,5,5,4,215,200,210,3,5,5.2,5,5,1,1,6,3,NA,2030,270,1.153409091,40.46931818,6.5,29.73863636,42.09
NR17C2aF65P020,otobi,17,2,NA,1,2,10,2,2,2,2,4,0,1,3,2,3,3,5,2,2,0,1,5,7,4,240,255,260,4,7,6,5,5,2,1,7,3,NA,3130,230,1.079310345,28.74689655,7.5,14.11862069,45.28
NR17C2aF65P009,otobi,18,2,NA,1,2,9,0,1,8,2,10,0,1,8,2,8,2,7,7,2,0,1,7,7,10,230,245,237,3,18,18,14,11,6,2,35,3,NA,2390,320,1.154589372,40.65603865,22.5,29.98743961,43.65
NR17C2aF10P016,otobi,19,2,NA,1,2,8,0,1,0,1,7,0,1,4,2,4,2,7,4,2,0,1,7,7,7,240,235,265,3,12,15,13,12,2,3,21,3,NA,3180,360,1.127659574,36.39574468,18.75,24.3106383,35.88
NR17C2aF10P017,otobi,20,2,NA,1,2,7,0,1,5,2,8,0,1,6,2,6,3,7,3,2,0,1,7,7,8,240,237,225,3,11,10,13,9,5,2,23,3,NA,2290,300,1.150753769,40.04924623,12.5,29.17889447,46.15
NR17C2aF61P007,otobi,21,2,NA,1,2,6,0,1,3,2,4,0,1,2,2,2,3,5,0,1,0,1,5,5,3,200,208,210,2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.08
NR17C2aF89P102,otobi,22,2,NA,1,2,5,0,1,6,2,10,0,1,7,2,7,3,5,6,2,0,1,5,5,10,200,220,218,4,28,21.2,20,12.2,7,1,45,3,NA,2590,290,1.126086957,36.14695652,26.5,23.97913043,36.96
NR17C2aF7P062,otobi,23,2,NA,1,2,4,7,4,4,2,10,0,1,8,2,8,3,5,0,1,6,3,5,5,10,200,214,220,4,22,21,17,17.2,5,1,33,3,NA,3690,440,1.135384615,37.61784615,26.25,25.93907692,39.26
NR17C2aF61P013,otobi,24,2,NA,1,2,3,0,1,2,2,3,0,1,2,2,2,3,5,0,1,0,1,5,5,3,110,190,NA,3,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.63
NR17C2aF69P009,otobi,25,2,NA,1,2,2,1,3,4,2,7,0,1,4,2,2,3,5,4,2,4,3,7,7,7,265,235,230,2,17,16,13,14,3,1,26,3,2,3590,410,1.128930818,36.59685535,20,24.57861635,28.97
NR17C2aF10P006,otobi,26,2,NA,1,2,1,0,1,5,2,8,3,2,4,2,4,3,7,4,2,0,1,7,7,7,180,175,210,3,9,9,10,6,5,1,26,3,NA,2410,270,1.126168224,36.15981308,11.25,23.99626168,45.11
NR17C2aF60P007,otobi,27,3,NA,1,3,1,0,1,0,1,5,1,2,2,2,2,3,5,2,2,2,3,5,5,3,155,160,156,4,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.68
NR17C2aF91P006,otobi,28,3,NA,1,3,2,0,1,0,1,10,0,1,8,2,7,3,7,6,2,0,1,7,7,10,180,172,165,4,16,16,19,16,6,1,24,2,NA,3990,420,1.117647059,34.81176471,20,22.2,42.36
NR17C2aF93P010,otobi,29,3,NA,1,3,3,0,1,7,2,10,0,1,7,3,7,3,5,5,2,0,1,7,7,9,280,300,305,2,21,22,19,20,4,1,27,3,NA,2420,300,1.141509434,38.58679245,27.5,27.23018868,39.52
NR17C2aF7P067,otobi,30,3,NA,1,3,4,0,1,1,2,3,0,1,0,1,2,3,5,2,2,0,1,5,5,3,218,200,22,3,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83
NR17C2aF70P007,otobi,31,3,NA,1,3,5,0,1,6,2,8,0,1,4,3,5,3,7,5,3,0,1,7,7,7,165,215,226,3,6,10,14,10,3,2,14,3,NA,2530,340,1.155251142,40.76073059,12.5,30.12694064,49.90
NR17C2aF89P084,otobi,32,3,NA,1,3,6,0,1,0,1,5,0,1,3,2,3,3,5,0,1,0,1,5,5,4,160,165,197,4,3,6,8,5,2,1,11,3,NA,1790,230,1.147435897,39.52435897,7.5,28.47948718,42.16
NR17C2aF1P009,otobi,33,3,NA,1,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NR17C2aF89P088,otobi,34,3,NA,1,3,8,0,1,3,2,7,0,1,5,2,5,3,5,5,2,0,1,7,7,7,218,210,225,2,8,20.2,20,22,4,1,20,3,NA,2870,390,1.157258065,41.07822581,25.25,30.55,43.85
NR17C2aF92P002,otobi,35,3,NA,1,3,9,0,1,5,2,7,2,2,4,2,4,3,5,4,2,3,3,5,5,7,190,185,200,4,10,16,15,12.2,4,1,38,3,NA,2300,280,1.138613861,38.12871287,20,26.61980198,39.15
NR17C2aF70P001,otobi,36,3,NA,1,3,10,0,1,3,2,5,0,1,4,2,4,3,5,3,2,0,1,7,7,5,310,285,260,3,9,11,11,11,2,1,11,3,NA,2740,240,1.096,31.3872,13.75,17.6368,35.38
NR17C2aF6P045,otobi,37,3,NA,1,3,11,0,1,5,2,7,0,1,5,2,5,2,7,0,1,0,1,7,7,7,310,320,306,2,14.8,14.8,19,13,4,3,28,3,NA,2280,230,1.112195122,33.94926829,18.5,21.05073171,41.56
NR17C2aF5P017,otobi,38,3,NA,1,3,12,0,1,3,2,5,0,1,3,2,4,3,5,3,2,0,1,5,5,6,150,160,185,4,1,3,5,3,1,1,5,3,NA,1960,180,1.101123596,32.19775281,3.75,18.71685393,41.40
NR17C2aF61P011,otobi,39,3,NA,1,3,13,0,1,5,2,9,0,1,5,3,5,2,5,4,2,0,1,5,5,8,215,230,225,3,12,24,17,24,2,1,24,3,NA,3970,480,1.137535817,37.95816619,30,26.39255014,42.66
NR17C2aF121P005,otobi,40,4,NA,1,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NR17C2aF7P023,otobi,41,4,NA,1,4,12,4,3,0,1,5,3,2,4,2,4,3,5,3,2,0,1,5,7,5,200,215,225,5,11,14,16,13,3,1,18,2,NA,3150,410,1.149635036,39.87226277,17.5,28.94306569,43.91
NR17C2aF79P016,otobi,42,4,NA,1,4,11,0,1,0,1,6,0,1,5,2,5,3,7,3,2,0,1,7,7,6,230,218,235,3,20,9,9,8,4,1,13,2,NA,3400,460,1.156462585,40.95238095,11.25,30.38231293,38.93
NR17C2aF60P015,otobi,43,4,NA,1,4,10,5,3,3,2,7,0,1,3,2,3,3,5,0,1,3,3,5,5,4,240,235,257,3,5,3.2,4,3.2,2,1,4,1,NA,3400,310,1.100323625,32.07119741,4,18.54822006,35.11
NR17C2aF65P017,otobi,44,4,NA,1,4,9,2,2,3,2,6,0,1,5,3,5,3,5,3,2,2,2,5,5,6,200,215,230,3,15,9.4,10,8,4,2,13,3,NA,2350,270,1.129807692,36.73557692,11.75,24.76346154,42.96
NR17C2aF49P006,otobi,45,4,NA,1,4,8,0,1,4,2,6,0,1,4,2,4,2,5,3,2,0,1,5,5,6,233,245,250,3,4,3,4,2,3,1,12,1,NA,1710,180,1.117647059,34.81176471,3.75,22.2,40.98
NR17C2aF89P013,otobi,46,4,NA,1,4,7,0,1,7,2,9,0,1,4,2,6,2,7,4,2,0,1,7,7,9,245,225,230,2,13,22,24,20,5,1,30,3,NA,2530,310,1.13963964,38.29099099,27.5,26.83603604,48.53
NR17C2aF91P011,otobi,47,4,NA,1,4,6,0,1,0,1,8,0,1,6,2,6,3,7,5,2,0,1,7,7,8,300,275,265,2,19,24,11,19,5,2,26,3,NA,3380,400,1.134228188,37.43489933,30,25.69530201,44.11
NR17C2aF66P014,otobi,48,4,NA,1,4,5,0,1,0,1,6,0,1,4,2,4,2,7,4,2,0,1,7,7,6,270,255,264,3,7.2,6,11,6,2,2,12,3,NA,2160,150,1.074626866,28.00597015,7.5,13.13134328,42.33
NR17C2aF61P004,otobi,49,4,NA,1,4,4,0,1,3,2,5,0,1,3,2,3,3,5,0,1,0,1,5,5,5,215,220,230,4,6,3.6,4,3.6,1,1,4,3,NA,3480,380,1.122580645,35.59225806,4.5,23.24,42.21
NR17C2aF90P008,otobi,50,4,NA,1,4,3,1,2,3,2,6,0,1,4,2,4,3,5,3,2,0,1,5,5,5,220,235,240,4,9,8,9,6.2,5,1,11,1,NA,2010,220,1.122905028,35.64357542,10,23.30837989,37.86
NR17C2aF65P010,otobi,51,4,NA,1,4,2,0,1,0,1,5,0,1,3,2,3,3,7,0,1,0,1,7,7,5,210,230,227,3,15,12,13,12,3,1,13,3,NA,3390,290,1.093548387,30.99935484,15,17.12,47.45
NR17C2aF14P014,otobi,52,4,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
